step,wallclock_time,tokens_processed,lr,train_loss,val_loss,val_perplexity
10,2.0388568434864283,655360,0.0002,8.248188018798828,,
20,4.067044598981738,1310720,0.0004,6.538776874542236,,
30,6.091743493452668,1966080,0.0006,5.046652793884277,,
40,8.10709928534925,2621440,0.0008,4.294613838195801,,
50,10.121403960511088,3276800,0.001,3.884697914123535,,
60,12.136683378368616,3932160,0.0009999909370328078,3.6505627632141113,,
70,14.151600051671267,4587520,0.0009999637484962866,3.3850245475769043,,
80,16.168201694265008,5242880,0.0009999184354855866,3.288094997406006,,
90,18.189659655094147,5898240,0.000999854999825909,3.1482882499694824,,
100,20.19991659000516,6553600,0.0009997734440724334,3.067340135574341,,
100,20.806349145248532,6553600,0.0009997734440724334,,2.9679332971572876,19.451677189264124
110,22.81982279010117,7208960,0.000999673771510213,2.8699662685394287,,
120,24.832825066521764,7864320,0.0009995559861540448,2.8018064498901367,,
130,26.84548780694604,8519680,0.0009994200927483051,2.7640817165374756,,
140,28.857254151254892,9175040,0.000999266096766761,2.6527891159057617,,
150,30.866234390065074,9830400,0.000999094004412348,2.5858540534973145,,
160,32.88033169135451,10485760,0.0009989038226169207,2.4881625175476074,,
170,34.889986446127295,11141120,0.0009986955590409747,2.5325193405151367,,
180,36.899672362953424,11796480,0.0009984692220733362,2.437993049621582,,
190,38.908847054466605,12451840,0.0009982248208308252,2.421316385269165,,
200,40.91757315210998,13107200,0.0009979623651578881,2.3940234184265137,,
200,41.523700311779976,13107200,0.0009979623651578881,,2.3732136249542237,10.731824988165576
210,43.53110024333,13762560,0.0009976818656262012,2.3688535690307617,,
220,45.538929691538215,14417920,0.0009973833335342446,2.379030704498291,,
230,47.54720800369978,15073280,0.0009970667809068474,2.2469735145568848,,
240,49.5549097340554,15728640,0.0009967322204947038,2.2864151000976562,,
250,51.5630486048758,16384000,0.0009963796657738578,2.201529026031494,,
260,53.57062529027462,17039360,0.0009960091309451624,2.2294914722442627,,
270,55.57785037718713,17694720,0.0009956206309337066,2.202056407928467,,
280,57.58543627522886,18350080,0.000995214181388214,2.1644983291625977,,
290,59.59163640625775,19005440,0.000994789798680413,2.1453487873077393,,
300,61.59943149983883,19660800,0.0009943474999043775,2.188885450363159,,
300,62.20512726344168,19660800,0.0009943474999043775,,2.133830189704895,8.44715915108447
310,64.21592039242387,20316160,0.0009938873028758372,2.138568162918091,,
320,66.22386012785137,20971520,0.0009934092261314619,2.109510660171509,,
330,68.2337641660124,21626880,0.0009929132889281126,2.074986219406128,,
340,70.24163222312927,22282240,0.000992399511242068,2.0271902084350586,,
350,72.25016175210476,22937600,0.000991867913768218,2.070862293243408,,
360,74.25026687420905,23592960,0.0009913185179192315,2.0802414417266846,,
370,76.24990132637322,24248320,0.0009907513458246933,2.0150561332702637,,
380,78.25775121897459,24903680,0.0009901664203302125,1.9618510007858276,,
390,80.26523197814822,25559040,0.0009895637649965027,1.984684705734253,,
400,82.2741634491831,26214400,0.0009889434040984333,1.9909878969192505,,
400,82.8807271476835,26214400,0.0009889434040984333,,1.996700930595398,7.364719256565032
410,84.8908907789737,26869760,0.00098830536262405,2.0159130096435547,,
420,86.89913529902697,27525120,0.0009876496662735712,1.974928379058838,,
430,88.9076030626893,28180480,0.0009869763414583495,1.9780155420303345,,
440,90.91566361300647,28835840,0.000986285415299811,1.9635897874832153,,
450,92.92333503067493,29491200,0.0009855769156283604,1.9476616382598877,,
460,94.93421288765967,30146560,0.0009848508709822607,1.9392610788345337,,
470,96.94318019039929,30801920,0.000984107310606485,1.9396601915359497,,
480,98.9503034837544,31457280,0.0009833462644515366,1.8903777599334717,,
490,100.9584833625704,32112640,0.0009825677631722434,1.8700456619262695,,
500,102.96702888980508,32768000,0.000981771838126524,1.896859884262085,,
500,103.57273213006556,32768000,0.000981771838126524,,1.913272488117218,6.775224400872307
510,105.58164337836206,33423360,0.0009809585213741224,1.9402559995651245,,
520,107.58953836373985,34078720,0.0009801278456753192,1.9490127563476562,,
530,109.59715246781707,34734080,0.0009792798444896106,1.898424506187439,,
540,111.6063268110156,35389440,0.0009784145519743607,1.8603711128234863,,
550,113.61399937979877,36044800,0.0009775320029834253,1.887251615524292,,
560,115.62094818800688,36700160,0.0009766322330657497,1.886887788772583,,
