step,wallclock_time,tokens_processed,lr,train_loss,val_loss,val_perplexity
80,2.423756493255496,655360,0.0006,3.93947696685791,,
160,4.773285252973437,1310720,0.0012,3.048226833343506,,
240,7.120845044031739,1966080,0.0018,2.985095500946045,,
320,9.47972090356052,2621440,0.0024,2.891829490661621,,
400,11.764492960646749,3276800,0.003,2.726842164993286,,
480,14.060411337763071,3932160,0.0029999728110984237,2.658588171005249,,
560,16.39633679948747,4587520,0.0029998912454888603,2.616995096206665,,
640,18.755193086341023,5242880,0.00299975530645676,2.315267562866211,,
720,21.093184888362885,5898240,0.0029995649994777273,2.3018107414245605,,
800,23.425714563578367,6553600,0.0029993203322173,2.3206427097320557,,
800,23.50016824528575,6553600,0.0029993203322173,,2.3690617799758913,10.687360483218471
880,25.80343947187066,7208960,0.0029990213145306395,2.367816925048828,,
960,28.12016291730106,7864320,0.0029986679584621343,2.2695298194885254,,
1040,30.446674071252346,8519680,0.002998260278244916,2.247190475463867,,
1120,32.763670675456524,9175040,0.0029977982903002832,2.182286024093628,,
1200,35.0842464286834,9830400,0.002997282013237044,2.1836140155792236,,
1280,37.424281895160675,10485760,0.002996711467850763,2.2459163665771484,,
1360,39.757880840450525,11141120,0.002996086677122925,2.2163758277893066,,
1440,42.064559396356344,11796480,0.002995407666220009,2.065615177154541,,
1520,44.39252940751612,12451840,0.002994674462492476,2.086656093597412,,
1600,46.7175075635314,13107200,0.0029938870954736643,2.103078603744507,,
1600,46.79125322587788,13107200,0.0029938870954736643,,2.0719612717628477,7.940381101385893
1680,49.10500084795058,13762560,0.0029930455968786036,1.949044942855835,,
1760,51.421783331781626,14417920,0.002992150000602734,2.159465789794922,,
1840,53.73863326199353,15073280,0.0029912003427205428,2.164647102355957,,
1920,56.05445829592645,15728640,0.0029901966614841115,2.0617620944976807,,
2000,58.37963935546577,16384000,0.002989138997321574,1.9801968336105347,,
2080,60.712749315425754,17039360,0.0029880273928354875,1.9747823476791382,,
2160,63.0676423497498,17694720,0.00298686189280112,2.043605327606201,,
2240,65.4235073570162,18350080,0.0029856425441646423,1.9557417631149292,,
2320,67.7746080365032,19005440,0.002984369396041239,1.8949360847473145,,
2400,70.11153458803892,19660800,0.0029830424997131324,1.8953081369400024,,
2400,70.18454484455287,19660800,0.0029830424997131324,,1.9462311506271361,7.002247371688385
2480,72.43447304330766,20316160,0.0029816619086275122,1.9693009853363037,,
2560,74.71133464761078,20971520,0.0029802276783943856,1.8800561428070068,,
2640,77.02600013278425,21626880,0.002978739866784338,1.9865751266479492,,
2720,79.35841480828822,22282240,0.0029771985337262038,1.9573071002960205,,
2800,81.69419156759977,22937600,0.002975603741304654,2.010340690612793,,
2880,84.02561654895544,23592960,0.002973955553757695,1.9177324771881104,,
2960,86.38511819764972,24248320,0.00297225403747408,1.974815845489502,,
3040,88.73492949269712,24903680,0.0029704992609906377,1.917189359664917,,
3120,91.0855382848531,25559040,0.0029686912949895084,1.8818397521972656,,
3200,93.43754245527089,26214400,0.0029668302122952996,1.7693736553192139,,
3200,93.51120693609118,26214400,0.0029668302122952996,,1.906834352016449,6.731744698371972
3280,95.83586909621954,26869760,0.0029649160878721503,1.9458248615264893,,
3360,98.19833415560424,27525120,0.0029629489988207136,1.9003653526306152,,
3440,100.55768786929548,28180480,0.002960929024375049,1.9381983280181885,,
3520,102.91206288896501,28835840,0.002958856245899433,1.8417679071426392,,
3600,105.26285747252405,29491200,0.002956730746885081,1.8548595905303955,,
3680,107.6159279383719,30146560,0.0029545526129467824,1.9765689373016357,,
3760,109.97089262492955,30801920,0.0029523219318194553,1.805269718170166,,
3840,112.33215140365064,31457280,0.0029500387933546098,1.884724736213684,,
3920,114.65623261593282,32112640,0.0029477032895167308,1.7766845226287842,,
4000,117.00920127518475,32768000,0.0029453155143795715,1.822901725769043,,
4000,117.08334556780756,32768000,0.0029453155143795715,,1.8735693573951722,6.511496828702006
4080,119.41039761528373,33423360,0.0029428755641223675,1.9344689846038818,,
4160,121.756850220263,34078720,0.002940383537025958,1.892709732055664,,
4240,124.06127783283591,34734080,0.0029378395334688323,1.781886100769043,,
4320,126.30110923573375,35389440,0.002935243655923082,1.8284108638763428,,
4400,128.65084926597774,36044800,0.0029325960089502763,1.891852855682373,,
