step,wallclock_time,tokens_processed,lr,train_loss,val_loss,val_perplexity
20,2.106625534594059,655360,5.9999999999999995e-05,8.523051261901855,,
40,4.195667844265699,1310720,0.00011999999999999999,7.136673927307129,,
60,6.2850138153880835,1966080,0.00017999999999999998,5.657042503356934,,
80,8.357056459411979,2621440,0.00023999999999999998,4.656445503234863,,
100,10.422192128375173,3276800,0.0002999999999999999,4.108763694763184,,
120,12.4855034686625,3932160,0.0002999972811098423,3.7923583984375,,
140,14.547548487782478,4587520,0.0002999891245488859,3.4409642219543457,,
160,16.608538972213864,5242880,0.0002999755306456759,3.374484062194824,,
180,18.670083839446306,5898240,0.00029995649994777273,3.1936912536621094,,
200,20.73048253171146,6553600,0.00029993203322173,3.011509418487549,,
200,21.034265220165253,6553600,0.00029993203322173,,3.1068883895874024,22.351387274649483
220,23.094218077138066,7208960,0.00029990213145306393,2.9744391441345215,,
240,25.15296035632491,7864320,0.00029986679584621334,2.936488389968872,,
260,27.213442536070943,8519680,0.0002998260278244915,2.9313769340515137,,
280,29.273389415815473,9175040,0.00029977982903002824,2.8603057861328125,,
300,31.332998890429735,9830400,0.0002997282013237043,2.732668876647949,,
320,33.390481213107705,10485760,0.0002996711467850762,2.7053823471069336,,
340,35.44864120334387,11141120,0.0002996086677122924,2.6601181030273438,,
360,37.50764789059758,11796480,0.00029954076662200085,2.7771053314208984,,
380,39.56468761153519,12451840,0.0002994674462492475,2.588858127593994,,
400,41.623314540833235,13107200,0.0002993887095473663,2.5888373851776123,,
400,41.92628842405975,13107200,0.0002993887095473663,,2.5969539165496824,13.42278876450418
420,43.989029716700315,13762560,0.0002993045596878603,2.563697338104248,,
440,46.05250926874578,14417920,0.0002992150000602733,2.532196044921875,,
460,48.11450404115021,15073280,0.0002991200342720542,2.4926295280456543,,
480,50.17797679267824,15728640,0.00029901966614841115,2.504446029663086,,
500,52.23816201090813,16384000,0.0002989138997321573,2.4833109378814697,,
520,54.29723012447357,17039360,0.0002988027392835487,2.4878554344177246,,
540,56.35715773142874,17694720,0.0002986861892801119,2.450227737426758,,
560,58.416059052571654,18350080,0.0002985642544164642,2.4396259784698486,,
580,60.47459415718913,19005440,0.0002984369396041239,2.366783857345581,,
600,62.53149598836899,19660800,0.0002983042499713132,2.385575532913208,,
600,62.83453322388232,19660800,0.0002983042499713132,,2.351086473464966,10.496968208952612
620,64.89202793315053,20316160,0.00029816619086275116,2.364473819732666,,
640,66.95052956789732,20971520,0.0002980227678394385,2.299499034881592,,
660,69.00883549265563,21626880,0.00029787398667843377,2.3734469413757324,,
680,71.06766739673913,22282240,0.0002977198533726203,2.2705678939819336,,
700,73.13390063494444,22937600,0.0002975603741304653,2.232679843902588,,
720,75.20041218400002,23592960,0.00029739555537576946,2.2533655166625977,,
740,77.2646102514118,24248320,0.00029722540374740793,2.24708890914917,,
760,79.32290164753795,24903680,0.0002970499260990637,2.2603695392608643,,
780,81.38386246748269,25559040,0.0002968691294989508,2.2108473777770996,,
800,83.44166667573154,26214400,0.0002966830212295299,2.166619300842285,,
800,83.7444749288261,26214400,0.0002966830212295299,,2.2005661964416503,9.03012487684865
820,85.80263286828995,26869760,0.00029649160878721494,2.2039713859558105,,
840,87.86209521442652,27525120,0.0002962948998820713,2.1063766479492188,,
860,89.92088195309043,28180480,0.0002960929024375048,2.149895429611206,,
880,91.98011813685298,28835840,0.0002958856245899432,2.1741814613342285,,
900,94.04046182706952,29491200,0.0002956730746885081,2.1538443565368652,,
920,96.10059291310608,30146560,0.0002954552612946782,2.0913166999816895,,
940,98.15939182415605,30801920,0.00029523219318194547,2.131178379058838,,
960,100.21814199537039,31457280,0.00029500387933546095,2.164632797241211,,
980,102.27635475993156,32112640,0.00029477032895167295,2.1158151626586914,,
1000,104.33456221967936,32768000,0.00029453155143795715,2.0494635105133057,,
1000,104.6379759684205,32768000,0.00029453155143795715,,2.106403279304504,8.218627951864358
1020,106.69759809598327,33423360,0.00029428755641223666,2.078808546066284,,
1040,108.7577713727951,34078720,0.0002940383537025957,2.0642480850219727,,
1060,110.82148604467511,34734080,0.00029378395334688314,2.0261688232421875,,
1080,112.87960500083864,35389440,0.00029352436559230814,2.074882984161377,,
1100,114.93659630604088,36044800,0.00029325960089502756,2.039677143096924,,
1120,116.9955077841878,36700160,0.00029298966991972485,2.078233003616333,,
1140,119.05207129009068,37355520,0.0002927145835391803,2.017784833908081,,
1160,121.10910104587674,38010880,0.0002924343528338334,2.0573666095733643,,
1180,123.16704703681171,38666240,0.00029214898909133585,2.016741991043091,,
1200,125.22397715970874,39321600,0.0002918585038060976,2.043627977371216,,
1200,125.52765903621912,39321600,0.0002918585038060976,,2.001283049583435,7.3985427088744125
1220,127.58710717409849,39976960,0.0002915629086788237,2.064547538757324,,
1240,129.6450699158013,40632320,0.00029126221561604274,2.0693929195404053,,
1260,131.70215198025107,41287680,0.0002909564367296274,2.013550281524658,,
1280,133.7584613841027,41943040,0.00029064558433630674,1.9146881103515625,,
1300,135.81406108103693,42598400,0.0002903296709571698,1.9462974071502686,,
1320,137.87060225568712,43253760,0.00029000870931716123,1.8892418146133423,,
1340,139.92748579196632,43909120,0.0002896827123445695,1.9269955158233643,,
1360,141.98385911621153,44564480,0.0002893516931705047,1.9437658786773682,,
1380,144.04012343659997,45219840,0.0002890156651283712,1.9693269729614258,,
1400,146.09671613574028,45875200,0.00028867464175332935,1.9576067924499512,,
1400,146.39953029714525,45875200,0.00028867464175332935,,1.9387359142303466,6.949960069957545
1420,148.4582335073501,46530560,0.00028832863678175105,1.901878833770752,,
1440,150.5181957129389,47185920,0.00028797766415066613,1.9320650100708008,,
1460,152.576696081087,47841280,0.00028762173799720095,1.943326711654663,,
1480,154.63345181569457,48496640,0.0002872608726580091,1.915999412536621,,
1500,156.69125354103744,49152000,0.00028689508266869384,1.9058926105499268,,
1520,158.7498542908579,49807360,0.0002865243827632225,1.8997360467910767,,
1540,160.80681679956615,50462720,0.00028614878787333337,1.8824195861816406,,
1560,162.86484444886446,51118080,0.0002857683131279337,1.8531084060668945,,
1580,164.9216284006834,51773440,0.0002853829738524909,1.932995080947876,,
1600,166.97992501221597,52428800,0.00028499278556841465,1.9259061813354492,,
1600,167.2830145470798,52428800,0.00028499278556841465,,1.9002378463745118,6.687484847161254
1620,169.33990424871445,53084160,0.0002845977639924322,1.9147977828979492,,
1640,171.39733682759106,53739520,0.0002841979250359551,1.8945672512054443,,
1660,173.45459528453648,54394880,0.00028379328480443813,1.8662824630737305,,
1680,175.51230020821095,55050240,0.0002833838595967308,1.886744737625122,,
1700,177.56983565352857,55705600,0.0002829696659044209,1.9026539325714111,,
1720,179.62733098119497,56360960,0.00028255072041116986,1.8743406534194946,,
1740,181.68429891578853,57016320,0.0002821270399920411,1.9044960737228394,,
1760,183.7424833085388,57671680,0.0002816986417128201,1.9129881858825684,,
1780,185.7994850203395,58327040,0.000281265542829327,1.8902227878570557,,
1800,187.85739984735847,58982400,0.0002808277607867218,1.8620336055755615,,
1800,188.16124336235225,58982400,0.0002808277607867218,,1.8636274337768555,6.447080764965545
1820,190.22134851664305,59637760,0.00028038531321880134,1.8719288110733032,,
1840,192.27910363301635,60293120,0.0002799382179472891,1.830817461013794,,
1860,194.34233191423118,60948480,0.0002794864929811174,1.8443315029144287,,
1880,196.39958677254617,61603840,0.0002790301565157022,1.8447868824005127,,
1900,198.45670372247696,62259200,0.00027856922693220946,1.8519163131713867,,
1920,200.51540733501315,62914560,0.0002781037227968157,1.8435537815093994,,
1940,202.57197007536888,63569920,0.00027763366285995985,1.8643089532852173,,
1960,204.62791153788567,64225280,0.00027715906605558734,1.8264436721801758,,
1980,206.68333398364484,64880640,0.0002766799515003884,1.8296502828598022,,
2000,208.73893342353404,65536000,0.00027619633849302737,1.843317985534668,,
2000,209.0418659336865,65536000,0.00027619633849302737,,1.8372079491615296,6.278982525752905
2020,211.10269996896386,66191360,0.00027570824651336576,1.8512253761291504,,
2040,213.15855873934925,66846720,0.0002752156952216773,1.8675698041915894,,
2060,215.21443548053503,67502080,0.00027471870445785617,1.8622145652770996,,
2080,217.2703443262726,68157440,0.00027421729424061787,1.8070317506790161,,
2100,219.32588819786906,68812800,0.0002737114847666929,1.830331563949585,,
2120,221.38106564246118,69468160,0.000273201296410013,1.8667017221450806,,
2140,223.4368161763996,70123520,0.0002726867497208909,1.8373186588287354,,
2160,225.4947073161602,70778880,0.00027216786542519225,1.7942346334457397,,
2180,227.5507747028023,71434240,0.0002716446644235006,1.8149739503860474,,
2200,229.6066274009645,72089600,0.0002711171677902763,1.7854349613189697,,
2200,229.90919932164252,72089600,0.0002711171677902763,,1.8020721197128295,6.062196054780391
2220,231.96469994820654,72744960,0.00027058539677300654,1.8010718822479248,,
2240,234.02398576028645,73400320,0.0002700493727913506,1.7878519296646118,,
2260,236.0792065691203,74055680,0.0002695091174362761,1.742079257965088,,
2280,238.1368320323527,74711040,0.00026896465246919007,1.8137352466583252,,
2300,240.19405480474234,75366400,0.00026841599982106197,1.774280071258545,,
2320,242.25101152062416,76021760,0.0002678631815915405,1.7784936428070068,,
2340,244.30728739500046,76677120,0.00026730622004806335,1.778745174407959,,
2360,246.36268129572272,77332480,0.0002667451376249602,1.837622880935669,,
2380,248.41929826885462,77987840,0.0002661799569225493,1.7847892045974731,,
